conference_id,title,startdate,enddate,cme_points,organizer_names,blocked_org_ids,blocked_org_names,created_date,modified_date
46560,31st International Conference on Cardiovascular Biomechanics and Health Monitoring Devices (ICCBHMD) - Kowloon,2029-12-05,2029-12-06,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-23 05:55:21,2017-09-09 02:21:48
46589,29th International Conference on Biopharmaceuticals (ICBP),2027-02-12,2027-02-13,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-23 07:50:34,2017-09-09 02:21:48
46593,31st International Conference on Biopharmaceuticals (ICBP),2029-02-11,2029-02-12,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-23 07:55:50,2017-09-09 02:21:48
46610,"28th International Conference on Food Science, Nutrition and Health (ICFSNH)",2026-06-22,2026-06-23,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 00:18:46,2017-09-09 02:21:48
46611,"29th International Conference on Food Science, Nutrition and Health (ICFSNH)",2027-06-22,2027-06-23,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 00:20:50,2017-09-09 02:21:48
46613,"30th International Conference on Food Science, Nutrition and Health (ICFSNH)",2028-06-22,2028-06-23,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 00:26:00,2017-09-09 02:21:48
46631,"29th International Conference on Pharmacodynamics, Biomarkers and Personalised Therapy (ICPBPT)",2027-02-12,2027-02-13,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 01:04:49,2017-09-09 02:21:48
46638,"31st International Conference on Pharmacodynamics, Biomarkers and Personalised Therapy (ICPBPT)",2029-02-12,2029-02-13,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 01:17:42,2017-09-09 02:21:48
46639,28th International Conference on Food Science and Health (ICFSH) - Naarden,2026-05-14,2026-05-15,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 01:17:43,2017-09-09 02:21:48
46641,29th International Conference on Food Science and Health (ICFSH) - Naarden,2027-05-14,2027-05-15,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 01:20:14,2017-09-09 02:21:48
46644,30th International Conference on Food Science and Health (ICFSH) - Naarden,2028-05-14,2028-05-15,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 01:22:45,2017-09-09 02:21:48
46645,31st International Conference on Food Science and Health (ICFSH) - Naarden,2029-05-12,2029-05-13,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 01:25:35,2017-09-09 02:21:48
46656,28th International Conference on Applied Psychology (ICAP),2026-06-25,2026-06-26,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 01:52:21,2017-09-09 02:21:48
46658,29th International Conference on Applied Psychology (ICAP),2027-06-25,2027-06-26,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 01:56:39,2017-09-09 02:21:48
46663,30th International Conference on Applied Psychology (ICAP),2028-06-25,2028-06-26,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 02:01:42,2017-09-09 02:21:48
46664,31st International Conference on Applied Psychology (ICAP),2029-06-20,2029-06-21,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 02:06:33,2017-09-09 02:21:48
46697,28th International Conference on Food Science and Health (ICFSH) - Los Angeles,2026-09-28,2026-09-29,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 03:32:48,2017-09-09 02:21:48
46699,29th International Conference on Food Science and Health (ICFSH) - Los Angeles,2027-09-28,2027-09-29,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 03:36:39,2017-09-09 02:21:48
46702,29th International Conference on Addiction Treatment and Therapy (ICATT),2027-03-09,2027-03-10,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 03:38:31,2017-09-09 02:21:48
46703,30th International Conference on Food Science and Health (ICFSH) - Los Angeles,2028-09-28,2028-09-29,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 03:39:11,2017-09-09 02:21:48
46706,31st International Conference on Food Science and Health (ICFSH) - Los Angeles,2029-09-22,2029-09-23,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 03:41:51,2017-09-09 02:21:48
46711,31st International Conference on Addiction Treatment and Therapy (ICATT),2029-03-09,2029-03-10,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 03:49:45,2017-09-09 02:21:48
46724,28th International Conference on Applied Psychology and Behavioral Sciences (ICAPBS),2026-05-25,2026-05-26,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 04:08:10,2017-09-09 02:21:48
46733,29th International Conference on Applied Psychology and Behavioral Sciences (ICAPBS),2027-05-25,2027-05-26,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 04:16:41,2017-09-09 02:21:48
46737,30th International Conference on Applied Psychology and Behavioral Sciences (ICAPBS),2028-05-25,2028-05-26,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 04:20:07,2017-09-09 02:21:48
46739,31st International Conference on Applied Psychology and Behavioral Sciences (ICAPBS),2029-05-23,2029-05-24,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 04:24:39,2017-09-09 02:21:48
46742,28th International Conference on Radiology (ICR) - Bangkok,2026-12-17,2026-12-18,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 04:27:29,2017-09-09 02:21:48
46743,28th International Conference on Food and Nutrition Technology (ICFNT) - London,2026-06-28,2026-06-29,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 04:29:08,2017-09-09 02:21:48
46745,29th International Conference on Food and Nutrition Technology (ICFNT) - London,2027-06-28,2027-06-29,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 04:32:19,2017-09-09 02:21:48
46747,30th International Conference on Food and Nutrition Technology (ICFNT) - London,2028-06-28,2028-06-29,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 04:34:48,2017-09-09 02:21:48
46749,31st International Conference on Food and Nutrition Technology (ICFNT) - London,2029-06-23,2029-06-24,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 04:37:48,2017-09-09 02:21:48
46751,29th International Conference on Radiology (ICR) - Bangkok,2027-12-17,2027-12-18,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 04:38:41,2017-09-09 02:21:48
46777,28th International Conference on Behavioral and Cognitive Sciences (ICBCS),2026-05-28,2026-05-29,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 05:23:08,2017-09-09 02:21:48
46781,29th International Conference on Behavioral and Cognitive Sciences (ICBCS),2027-05-28,2027-05-29,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 05:26:01,2017-09-09 02:21:48
46784,30th International Conference on Behavioral and Cognitive Sciences (ICBCS),2028-05-28,2028-05-29,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 05:29:01,2017-09-09 02:21:48
46785,31st International Conference on Behavioral and Cognitive Sciences (ICBCS),2029-05-26,2029-05-27,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 05:32:09,2017-09-09 02:21:48
46798,29th International Conference on Gastroenterology and Urology (ICGU),2027-03-09,2027-03-10,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 06:02:51,2017-09-09 02:21:48
46800,30th International Conference on Gastroenterology and Urology (ICGU),2028-03-09,2028-03-10,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 06:11:24,2017-09-09 02:21:48
46801,31st International Conference on Gastroenterology and Urology (ICGU),2029-03-09,2029-03-10,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 06:21:22,2017-09-09 02:21:48
46808,28th International Conference on Food and Nutrition Technology (ICFNT) - Paris,2026-08-27,2026-08-28,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 06:53:21,2017-09-09 02:21:48
46810,29th International Conference on Food and Nutrition Technology (ICFNT) - Paris,2027-08-27,2027-08-28,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 06:55:39,2017-09-09 02:21:48
46812,30th International Conference on Food and Nutrition Technology (ICFNT) - Paris,2028-08-27,2028-08-28,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 07:00:16,2017-09-09 02:21:48
46815,31st International Conference on Food and Nutrition Technology (ICFNT) - Paris,2029-08-22,2029-08-23,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 07:03:21,2017-09-09 02:21:48
46847,28th International Conference on Behavioral and Educational Psychology (ICBEP),2026-05-21,2026-05-22,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 07:46:56,2017-09-09 02:21:48
46848,"28th International Conference on Radiology, Diagnostics and Therapeutics (ICRDT)",2026-05-25,2026-05-26,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 07:47:21,2017-09-09 02:21:48
46851,"29th International Conference on Radiology, Diagnostics and Therapeutics (ICRDT)",2027-05-25,2027-05-26,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 07:50:05,2017-09-09 02:21:48
46853,29th International Conference on Behavioral and Educational Psychology (ICBEP),2027-05-21,2027-05-22,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 07:51:27,2017-09-09 02:21:48
46856,30th International Conference on Behavioral and Educational Psychology (ICBEP),2028-05-21,2028-05-22,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 07:54:00,2017-09-09 02:21:48
46858,31st International Conference on Behavioral and Educational Psychology (ICBEP),2029-05-19,2029-05-20,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 07:58:07,2017-09-09 02:21:48
46862,28th International Conference on Food Engineering and Management (ICFEM) - Vienna,2026-06-21,2026-06-22,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 08:03:50,2017-09-09 02:21:48
46863,29th International Conference on Food Engineering and Management (ICFEM) - Vienna,2027-06-21,2027-06-22,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 08:06:39,2017-09-09 02:21:48
46867,30th International Conference on Food Engineering and Management (ICFEM) - Vienna,2028-06-21,2028-06-22,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 08:14:10,2017-09-09 02:21:48
46869,31st International Conference on Food Engineering and Management (ICFEM) - Vienna,2029-06-16,2029-06-17,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-24 08:17:26,2017-09-09 02:21:48
46893,"29th International Conference on Radiology and Medical Imaging (ICRMI) (Dec, 2027)",2027-12-21,2027-12-22,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 00:31:57,2017-09-09 02:21:48
46896,"29th International Conference on Radiology and Medical Imaging (ICRMI) (Sep, 2027)",2027-09-28,2027-09-29,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 00:38:40,2017-09-09 02:21:48
46901,"28th International Conference on Radiology and Medical Imaging (ICRMI) (Dec, 2026)",2026-12-21,2026-12-22,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 00:48:20,2017-09-09 02:21:48
46904,"28th International Conference on Radiology and Medical Imaging (ICRMI) (Sep, 2026)",2026-09-28,2026-09-29,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 00:53:37,2017-09-09 02:21:48
46928,29th International Conference on Cardiology and Cardiovascular Medicine (ICCCM),2027-04-13,2027-04-14,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 01:26:19,2017-09-09 02:21:48
46937,30th International Conference on Cardiology and Cardiovascular Medicine (ICCCM),2028-04-13,2028-04-14,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 01:33:44,2017-09-09 02:21:48
46947,31st International Conference on Cardiology and Cardiovascular Medicine (ICCCM),2029-04-13,2029-04-14,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 01:43:34,2017-09-09 02:21:48
46950,28th International Conference on Behavioral and Psychological Sciences (ICBPS),2026-05-25,2026-05-26,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 01:47:30,2017-09-09 02:21:48
46954,29th International Conference on Behavioral and Psychological Sciences (ICBPS),2027-05-25,2027-05-26,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 01:50:41,2017-09-09 02:21:48
46956,30th International Conference on Behavioral and Psychological Sciences (ICBPS),2028-05-25,2028-05-26,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 01:53:58,2017-09-09 02:21:48
46957,28th International Conference on Food Engineering and Management (ICFEM) - Paris,2026-07-20,2026-07-21,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 01:55:08,2017-09-09 02:21:48
46960,29th International Conference on Food Engineering and Management (ICFEM) - Paris,2027-07-20,2027-07-21,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 01:57:31,2017-09-09 02:21:48
46961,31st International Conference on Behavioral and Psychological Sciences (ICBPS),2029-05-23,2029-05-24,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 02:01:30,2017-09-09 02:21:48
46964,30th International Conference on Food Engineering and Management (ICFEM) - Paris,2028-07-20,2028-07-21,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 02:05:37,2017-09-09 02:21:48
46966,31st International Conference on Food Engineering and Management (ICFEM) - Paris,2029-07-25,2029-07-26,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 02:11:44,2017-09-09 02:21:48
46979,29th International Conference on Pulmonary and Respiratory Medicine (ICPRM),2027-11-27,2027-11-28,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 02:29:32,2017-09-09 02:21:48
46993,28th International Conference on Food Engineering and Management (ICFEM) - Chicago,2026-09-25,2026-09-26,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 03:27:53,2017-09-09 02:21:48
46995,29th International Conference on Food Engineering and Management (ICFEM) - Chicago,2027-09-25,2027-09-26,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 03:30:29,2017-09-09 02:21:48
46996,31st International Conference on Food Engineering and Management (ICFEM) - Chicago,2029-09-19,2029-09-20,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 03:36:01,2017-09-09 02:21:48
47000,30th International Conference on Food Engineering and Management (ICFEM) - Athens,2028-07-20,2028-07-21,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 03:42:35,2017-09-09 02:21:48
47045,"28th International Conference on Behavioral, Cognitive and Neurological Sciences (ICBCNS)",2026-05-18,2026-05-19,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 04:41:44,2017-09-09 02:21:48
47046,28th International Conference on Food Processing and Technology (ICFPT) - Paris,2026-08-27,2026-08-28,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 04:42:46,2017-09-09 02:21:48
47048,"29th International Conference on Behavioral, Cognitive and Neurological Sciences (ICBCNS)",2027-05-18,2027-05-19,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 04:44:57,2017-09-09 02:21:48
47049,28th International Conference on Pulmonary and Respiratory Medicine (ICPRM),2026-05-19,2026-05-20,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 04:45:19,2017-09-09 02:21:48
47056,28th International Conference on Radiology and Imaging (ICRI) - Istanbul,2026-11-26,2026-11-28,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 04:57:52,2017-09-09 02:21:48
47058,29th International Conference on Food Processing and Technology (ICFPT) - Paris,2027-08-27,2027-08-28,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 04:58:40,2017-09-09 02:21:48
47060,29th International Conference on Radiology and Imaging (ICRI) - Istanbul,2027-11-27,2027-11-28,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 05:00:50,2017-09-09 02:21:48
47061,30th International Conference on Food Processing and Technology (ICFPT) - Paris,2028-08-27,2028-08-28,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 05:03:58,2017-09-09 02:21:48
47062,31st International Conference on Food Processing and Technology (ICFPT) - Paris,2029-08-22,2029-08-23,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 05:07:27,2017-09-09 02:21:48
47063,"30th International Conference on Behavioral, Cognitive and Neurological Sciences (ICBCNS)",2028-05-18,2029-05-19,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 05:07:53,2017-09-09 02:21:48
47066,"31st International Conference on Behavioral, Cognitive and Neurological Sciences (ICBCNS)",2029-05-16,2029-05-17,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 05:11:36,2017-09-09 02:21:48
47084,28th International Conference on Food Processing and Technology (ICFPT) - London,2026-06-28,2026-06-29,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 05:43:05,2017-09-09 02:21:48
47085,29th International Conference on Food Processing and Technology (ICFPT) - London,2027-06-28,2027-06-29,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 05:45:26,2017-09-09 02:21:48
47086,30th International Conference on Food Processing and Technology (ICFPT) - London,2028-06-28,2028-06-29,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 05:48:35,2017-09-09 02:21:48
47092,31st International Conference on Food Processing and Technology (ICFPT) - London,2029-06-23,2029-06-24,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-25 06:09:34,2017-09-09 02:21:48
47110,"28th International Conference on Behavioral, Psychological and Cognitive Sciences (ICBPCS)",2026-04-27,2026-04-28,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-26 05:26:53,2017-09-09 02:21:48
47112,"29th International Conference on Behavioral, Psychological and Cognitive Sciences (ICBPCS)",2027-04-27,2027-04-28,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-26 05:29:41,2017-09-09 02:21:48
47113,"30th International Conference on Behavioral, Psychological and Cognitive Sciences (ICBPCS)",2028-04-27,2028-04-28,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-26 05:32:25,2017-09-09 02:21:48
47116,"31st International Conference on Behavioral, Psychological and Cognitive Sciences (ICBPCS)",2029-04-25,2029-04-26,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-26 05:36:12,2017-09-09 02:21:48
47127,29th International Conference on Cellular and Molecular Bioengineering (ICCMB),2027-03-11,2027-03-12,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-26 06:48:24,2017-09-09 02:21:48
47128,30th International Conference on Cellular and Molecular Bioengineering (ICCMB),2028-03-11,2028-03-12,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-26 06:50:46,2017-09-09 02:21:48
47129,31st International Conference on Cellular and Molecular Bioengineering (ICCMB),2029-03-15,2029-03-16,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-26 06:53:46,2017-09-09 02:21:48
47177,28th International Conference on Anaesthesiology (ICA),2026-06-07,2026-06-08,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-28 02:20:10,2017-09-09 02:21:48
47182,29th International Conference on Anaesthesiology (ICA),2027-06-07,2027-06-08,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-28 02:28:30,2017-09-09 02:21:48
47230,28th International Conference on Genetics and Genomics (ICGG),2026-06-07,2026-06-08,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-28 07:06:18,2017-09-09 02:21:48
47233,29th International Conference on Genetics and Genomics (ICGG),2027-06-07,2027-06-08,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-28 07:14:49,2017-09-09 02:21:48
47399,28th International Conference on Lung Cancer (ICLC),2026-06-21,2026-06-22,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-30 07:19:12,2017-09-09 02:21:48
47401,29th International Conference on Lung Cancer (ICLC),2027-06-21,2027-06-22,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-03-30 07:32:01,2017-09-09 02:21:48
53672,28th International Conference on Glaucoma Surgery (ICGS),2026-09-25,2026-09-26,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-07-18 08:46:30,2017-09-09 02:21:48
53677,29th International Conference on Glaucoma Surgery (ICGS),2027-09-25,2027-09-26,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-07-18 09:00:14,2017-09-09 02:21:48
53679,30th International Conference on Glaucoma Surgery (ICGS),2028-09-25,2028-09-26,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-07-18 09:14:04,2017-09-09 02:21:48
53699,31st International Conference on Glaucoma Surgery (ICGS),2029-09-29,2029-09-30,,World Academy of Science Engineering and Technology (WASET),1488,World Academy of Science Engineering and Technology (WASET),2016-07-18 10:59:09,2017-09-09 02:21:48
142920,Lateral Elbow Tendinopathy,0000-00-00,0000-00-00,2.0,American Society of Hand Therapists (ASHT),11838,American Society of Hand Therapists (ASHT),2019-03-20 04:06:12,2020-11-11 11:01:16
142924,The Neuroscientific Basis of Pain: Clinical Implications to Upper Extremity Practice,0000-00-00,0000-00-00,0.1,American Society of Hand Therapists (ASHT),11838,American Society of Hand Therapists (ASHT),2019-03-20 04:16:02,2020-11-13 18:46:37
142935,Motion and Measurement: Optimizing Outcomes After Flexor Tendon Repair,0000-00-00,0000-00-00,0.1,American Society of Hand Therapists (ASHT),11838,American Society of Hand Therapists (ASHT),2019-03-20 04:40:10,2020-11-11 11:01:16
142940,Therapist Management of Replantation,0000-00-00,0000-00-00,1.0,American Society of Hand Therapists (ASHT),11838,American Society of Hand Therapists (ASHT),2019-03-20 04:50:03,2020-11-13 02:57:13
143407,Blueprint for Career Transition Success (19 Keys to a Successful Practice Transition),0000-00-00,0000-00-00,,Academy of General Dentistry (AGD),2055,Academy of General Dentistry (AGD),2019-03-23 12:18:53,2020-11-13 02:59:13
143408,Management of Odontogenic Infections and Soft Tissue Biopsy Techniques,0000-00-00,0000-00-00,1.5,Academy of General Dentistry (AGD),2055,Academy of General Dentistry (AGD),2019-03-23 12:20:26,2020-11-12 17:41:10
143423,Explosive Growth in Challenging Times (Increased Production 30-50% in the Next 3 Years),0000-00-00,0000-00-00,,Academy of General Dentistry (AGD),2055,Academy of General Dentistry (AGD),2019-03-25 04:22:20,2020-11-13 02:59:20
143427,Implant Complications from a Restorative Perspective - ACP Collaboration,0000-00-00,0000-00-00,1.5,Academy of General Dentistry (AGD),2055,Academy of General Dentistry (AGD),2019-03-25 04:30:59,2020-11-15 16:22:25
143428,Maximize the First 5 Years of Your Career,0000-00-00,0000-00-00,1.5,Academy of General Dentistry (AGD),2055,Academy of General Dentistry (AGD),2019-03-25 04:32:44,2021-05-06 07:27:58
143429,"HPV, The Underestimated Cause of Oral Cancer",0000-00-00,0000-00-00,1.5,Academy of General Dentistry (AGD),2055,Academy of General Dentistry (AGD),2019-03-25 04:37:21,2021-10-18 10:02:25
143455,Smart Rehabilitation Through Virtual Reality and Gamification Conference,0000-00-00,0000-00-00,0.1,American Society of Hand Therapists (ASHT),11838,American Society of Hand Therapists (ASHT),2019-03-25 06:26:01,2020-11-15 14:07:36
143458,Hand Therapy Perspective on Scapholunate Ligament Injuries Course,0000-00-00,0000-00-00,0.1,American Society of Hand Therapists (ASHT),11838,American Society of Hand Therapists (ASHT),2019-03-25 06:34:10,2020-11-14 13:31:08
143463,2019 Medicare Updates for Hand Therapists Course,0000-00-00,0000-00-00,1.0,American Society of Hand Therapists (ASHT),11838,American Society of Hand Therapists (ASHT),2019-03-25 06:44:10,2020-11-14 13:30:47
143466,Update on Hand Surgery and Therapy for Scleroderma Course,0000-00-00,0000-00-00,0.1,American Society of Hand Therapists (ASHT),11838,American Society of Hand Therapists (ASHT),2019-03-25 06:48:20,2020-11-15 14:04:01
143470,"Manual Therapy of the Wrist and Hand: Mechanisms of Action, Techniques and Dosage Course",0000-00-00,0000-00-00,0.1,American Society of Hand Therapists (ASHT),11838,American Society of Hand Therapists (ASHT),2019-03-25 06:56:12,2020-11-15 14:01:57
143473,The Hand Therapist’s Role in Maximizing Occupational Performance Utilizing Neuralplasticity Treatment Approaches Course,0000-00-00,0000-00-00,0.1,American Society of Hand Therapists (ASHT),11838,American Society of Hand Therapists (ASHT),2019-03-25 07:01:27,2020-11-14 13:29:31
